script_name,test_id,tquery,fixed_query,duration,final_score
employees_c02,4,"""select e.emp_no  as emp_no ,s.salary,e.first_name,e.last_name,e.birth_date,e.hire_date,s.from_date,d.dept_no from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where (e.emp_no > 50000 and s.from_date > '1980-01-01' and e.last_name like 'A%' and e.gender = 'M' and d.dept_no ='d002') or (e.birth_date > '1950-01-01' and t.title like 'Senior%' and s.salary > 50000 and d.dept_name = 'Production' and de.from_date > '1986-01-01');""","""SELECT e.emp_no AS emp_no, s.salary AS salary, e.first_name AS first_name, e.last_name AS last_name, e.birth_date AS birth_date, e.hire_date AS hire_date, s.from_date AS from_date, d.dept_no AS dept_no FROM employees e JOIN salaries s ON e.emp_no = s.emp_no JOIN titles t ON e.emp_no = t.emp_no AND t.from_date = s.from_date JOIN dept_emp de ON de.emp_no = e.emp_no JOIN departments d ON de.dept_no = d.dept_no WHERE ( e.emp_no >= 50389 AND s.from_date > '1980-01-01' AND e.last_name ~~ 'A%' AND e.gender = 'M' AND d.dept_no = 'd002' ) OR ( d.dept_name = 'Production' AND de.from_date >= '1986-01-02' AND s.salary >= 50001 AND t.title between 'Senior Engineer' AND 'Senior Staff' )""",20,0
employees_c02,5,"""select e.emp_no  as emp_no ,s.salary,e.first_name,e.last_name,e.birth_date,e.hire_date,s.from_date,d.dept_no from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where (e.emp_no > 50000 and s.from_date > '1980-01-01' and e.last_name like 'A%' and e.gender = 'M' and d.dept_no ='d002') or (e.birth_date > '1950-01-01' and t.title like 'Senior%' and s.salary > 50000 and d.dept_name = 'Production' and de.from_date > '1986-01-01');""","""SELECT e.emp_no AS emp_no, s.salary AS salary, e.first_name AS first_name, e.last_name AS last_name, e.birth_date AS birth_date, e.hire_date AS hire_date, s.from_date AS from_date, d.dept_no AS dept_no FROM employees e JOIN salaries s ON e.emp_no = s.emp_no JOIN titles t ON e.emp_no = t.emp_no AND t.from_date = s.from_date JOIN dept_emp de ON de.emp_no = e.emp_no JOIN departments d ON de.dept_no = d.dept_no WHERE ( e.emp_no > 50000 AND s.from_date > '1980-01-01' AND e.last_name ~~ 'A%' AND e.gender = 'M' AND d.dept_no = 'd002' ) OR ( e.birth_date > '1950-01-01' AND t.title ~~ 'Senior%' AND s.salary > 50000 AND d.dept_name = 'Production' AND de.from_date > '1986-01-01' )""",3,0
employees_c03,0,"""select e.emp_no  as emp_no ,s.salary,e.first_name,e.last_name,e.birth_date,e.hire_date,s.from_date,d.dept_no from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where (e.emp_no > 50000 and s.from_date > '1980-01-01' and e.last_name like 'Al%') or ( e.gender = 'M' and d.dept_no ='d002' and e.birth_date > '1950-01-01' and t.title like 'Senior%') or ( s.salary > 50000 and d.dept_name = 'Production' and de.from_date > '1990-01-01');""","""SELECT e.emp_no AS emp_no, s.salary AS salary, e.first_name AS first_name, e.last_name AS last_name, e.birth_date AS birth_date, e.hire_date AS hire_date, s.from_date AS from_date, d.dept_no AS dept_no FROM employees e JOIN salaries s ON e.emp_no = s.emp_no JOIN titles t ON e.emp_no = t.emp_no AND t.from_date = s.from_date JOIN dept_emp de ON de.emp_no = e.emp_no JOIN departments d ON de.dept_no = d.dept_no WHERE ( e.emp_no > 50000 AND s.from_date > '1980-01-01' AND e.last_name ~~ 'Al%' ) OR ( e.gender = 'M' AND d.dept_no = 'd002' AND e.birth_date > '1950-01-01' AND t.title ~~ 'Senior%' ) OR ( s.salary > 50000 AND d.dept_name = 'Production' AND de.from_date >= '1990-01-02' )""",29,0
employees_c03,1,"""select e.emp_no  as emp_no ,s.salary,e.first_name,e.last_name,e.birth_date,e.hire_date,s.from_date,d.dept_no from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where (e.emp_no > 50000 and s.from_date > '1980-01-01' and e.last_name like 'Al%') or ( e.gender = 'M' and d.dept_no ='d002' and e.birth_date > '1950-01-01' and t.title like 'Senior%') or ( s.salary > 50000 and d.dept_name = 'Production' and de.from_date > '1990-01-01');""","""SELECT e.emp_no AS emp_no, s.salary AS salary, e.first_name AS first_name, e.last_name AS last_name, e.birth_date AS birth_date, e.hire_date AS hire_date, s.from_date AS from_date, d.dept_no AS dept_no FROM employees e JOIN salaries s ON e.emp_no = s.emp_no JOIN titles t ON e.emp_no = t.emp_no AND t.from_date = s.from_date JOIN dept_emp de ON de.emp_no = e.emp_no JOIN departments d ON de.dept_no = d.dept_no WHERE ( e.emp_no > 50000 AND s.from_date > '1980-01-01' AND e.last_name ~~ 'Al%' ) OR ( e.gender = 'M' AND d.dept_no = 'd002' AND e.birth_date > '1950-01-01' AND t.title ~~ 'Senior%' ) OR ( s.salary > 50000 AND d.dept_name = 'Production' AND de.from_date > '1990-01-01' )""",6,0
employees_c03,2,"""select e.emp_no  as emp_no ,s.salary,e.first_name,e.last_name,e.birth_date,e.hire_date,s.from_date,d.dept_no from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where (e.emp_no > 50000 and s.from_date > '1980-01-01' and e.last_name like 'Al%') or ( e.gender = 'M' and d.dept_no ='d002' and e.birth_date > '1950-01-01' and t.title like 'Senior%') or ( s.salary > 50000 and d.dept_name = 'Production' and de.from_date > '1990-01-01');""","""SELECT e.emp_no AS emp_no, s.salary AS salary, e.first_name AS first_name, e.last_name AS last_name, e.birth_date AS birth_date, e.hire_date AS hire_date, s.from_date AS from_date, d.dept_no AS dept_no FROM employees e JOIN salaries s ON e.emp_no = s.emp_no JOIN titles t ON e.emp_no = t.emp_no AND t.from_date = s.from_date JOIN dept_emp de ON de.emp_no = e.emp_no JOIN departments d ON de.dept_no = d.dept_no WHERE ( s.from_date > '1980-01-01' AND e.last_name ~~ 'Al%' ) OR ( e.gender = 'M' AND d.dept_no = 'd002' AND e.birth_date > '1950-01-01' AND t.title ~~ 'Senior%' ) OR ( s.salary > 50000 AND d.dept_name = 'Production' AND de.from_date > '1990-01-01' )""",7,222
employees_c03,3,"""select e.emp_no  as emp_no ,s.salary,e.first_name,e.last_name,e.birth_date,e.hire_date,s.from_date,d.dept_no from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where (e.emp_no > 50000 and s.from_date > '1980-01-01' and e.last_name like 'Al%') or ( e.gender = 'M' and d.dept_no ='d002' and e.birth_date > '1950-01-01' and t.title like 'Senior%') or ( s.salary > 50000 and d.dept_name = 'Production' and de.from_date > '1990-01-01');""","""SELECT e.emp_no AS emp_no, s.salary AS salary, e.first_name AS first_name, e.last_name AS last_name, e.birth_date AS birth_date, e.hire_date AS hire_date, s.from_date AS from_date, d.dept_no AS dept_no FROM employees e JOIN salaries s ON e.emp_no = s.emp_no JOIN titles t ON e.emp_no = t.emp_no AND t.from_date = s.from_date JOIN dept_emp de ON de.emp_no = e.emp_no JOIN departments d ON de.dept_no = d.dept_no WHERE ( e.emp_no > 50000 AND s.from_date > '1980-01-01' AND e.last_name ~~ 'Al%' ) OR ( d.dept_no = 'd002' AND e.birth_date > '1950-01-01' AND t.title ~~ 'Senior%' AND e.gender = 'M' ) OR ( s.salary > 50000 AND d.dept_name = 'Production' AND de.from_date > '1990-01-01' )""",33,0
employees_c03,4,"""select e.emp_no  as emp_no ,s.salary,e.first_name,e.last_name,e.birth_date,e.hire_date,s.from_date,d.dept_no from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where (e.emp_no > 50000 and s.from_date > '1980-01-01' and e.last_name like 'Al%') or ( e.gender = 'M' and d.dept_no ='d002' and e.birth_date > '1950-01-01' and t.title like 'Senior%') or ( s.salary > 50000 and d.dept_name = 'Production' and de.from_date > '1990-01-01');""","""SELECT e.emp_no AS emp_no, s.salary AS salary, e.first_name AS first_name, e.last_name AS last_name, e.birth_date AS birth_date, e.hire_date AS hire_date, s.from_date AS from_date, d.dept_no AS dept_no FROM employees e JOIN salaries s ON e.emp_no = s.emp_no JOIN titles t ON e.emp_no = t.emp_no AND t.from_date = s.from_date JOIN dept_emp de ON de.emp_no = e.emp_no JOIN departments d ON de.dept_no = d.dept_no WHERE ( e.emp_no >= 50028 AND e.last_name between 'Alameldin' AND 'Alvarado' ) OR ( e.gender = 'M' AND d.dept_no = 'd002' AND t.title ~~ 'Senior%' ) OR ( s.salary >= 50001 AND d.dept_name = 'Production' AND de.from_date >= '1990-01-02' )""",218,0
employees_c03,5,"""select e.emp_no  as emp_no ,s.salary,e.first_name,e.last_name,e.birth_date,e.hire_date,s.from_date,d.dept_no from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where (e.emp_no > 50000 and s.from_date > '1980-01-01' and e.last_name like 'Al%') or ( e.gender = 'M' and d.dept_no ='d002' and e.birth_date > '1950-01-01' and t.title like 'Senior%') or ( s.salary > 50000 and d.dept_name = 'Production' and de.from_date > '1990-01-01');""","""SELECT e.emp_no AS emp_no, s.salary AS salary, e.first_name AS first_name, e.last_name AS last_name, e.birth_date AS birth_date, e.hire_date AS hire_date, s.from_date AS from_date, d.dept_no AS dept_no FROM employees e JOIN salaries s ON e.emp_no = s.emp_no JOIN titles t ON e.emp_no = t.emp_no AND t.from_date = s.from_date JOIN dept_emp de ON de.emp_no = e.emp_no JOIN departments d ON de.dept_no = d.dept_no WHERE ( e.emp_no > 50000 AND s.from_date > '1980-01-01' AND e.last_name ~~ 'Al%' ) OR ( e.gender = 'M' AND d.dept_no = 'd002' AND e.birth_date > '1950-01-01' AND t.title ~~ 'Senior%' AND e.hire_date between '1985-02-02' AND '1999-10-12' ) OR ( s.salary > 50000 AND d.dept_name = 'Production' AND de.from_date > '1990-01-01' )""",5,0
employees_c05,0,"""select e.emp_no  as emp_no ,s.salary,e.first_name,e.last_name,e.birth_date,e.hire_date,s.from_date,d.dept_no from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where (e.emp_no > 60000 and s.from_date= '1996-01-01') or ( e.last_name like 'Al%' and e.hire_date > '1987-01-01') or ( e.gender = 'M' and d.dept_no ='d002' ) or ( e.birth_date > '1965-01-01' and t.title like 'Senior%') or ( s.salary > 70000 and d.dept_name = 'Production') or ( de.from_date > '2000-01-01' and t.from_date > '2000-01-01');""","""SELECT e.emp_no AS emp_no, s.salary AS salary, e.first_name AS first_name, e.last_name AS last_name, e.birth_date AS birth_date, e.hire_date AS hire_date, s.from_date AS from_date, d.dept_no AS dept_no FROM employees e JOIN salaries s ON e.emp_no = s.emp_no JOIN titles t ON e.emp_no = t.emp_no AND t.from_date = s.from_date JOIN dept_emp de ON de.emp_no = e.emp_no JOIN departments d ON de.dept_no = d.dept_no WHERE ( e.emp_no >= 64750 AND s.from_date = '1996-01-01' ) OR ( e.last_name ~~ 'Al%' AND e.hire_date > '1987-01-01' ) OR ( e.gender = 'M' AND d.dept_no = 'd002' ) OR ( e.birth_date > '1965-01-01' AND t.title ~~ 'Senior%' ) OR ( s.salary > 70000 AND d.dept_name = 'Production' ) OR ( de.from_date > '2000-01-01' AND t.from_date > '2000-01-01' )""",45,0
employees_c05,1,"""select e.emp_no  as emp_no ,s.salary,e.first_name,e.last_name,e.birth_date,e.hire_date,s.from_date,d.dept_no from employees e join salaries s on e.emp_no = s.emp_no join titles t on e.emp_no = t.emp_no and t.from_date = s.from_date join dept_emp de on de.emp_no = e.emp_no join departments d on de.dept_no = d.dept_no where (e.emp_no > 60000 and s.from_date= '1996-01-01') or ( e.last_name like 'Al%' and e.hire_date > '1987-01-01') or ( e.gender = 'M' and d.dept_no ='d002' ) or ( e.birth_date > '1965-01-01' and t.title like 'Senior%') or ( s.salary > 70000 and d.dept_name = 'Production') or ( de.from_date > '2000-01-01' and t.from_date > '2000-01-01');""","""SELECT e.emp_no AS emp_no, s.salary AS salary, e.first_name AS first_name, e.last_name AS last_name, e.birth_date AS birth_date, e.hire_date AS hire_date, s.from_date AS from_date, d.dept_no AS dept_no FROM employees e JOIN salaries s ON e.emp_no = s.emp_no JOIN titles t ON e.emp_no = t.emp_no AND t.from_date = s.from_date JOIN dept_emp de ON de.emp_no = e.emp_no JOIN departments d ON de.dept_no = d.dept_no WHERE ( e.emp_no > 60000 AND s.from_date = '1996-01-01' ) OR ( e.last_name ~~ 'Al%' AND e.hire_date > '1987-01-01' ) OR ( e.gender = 'M' AND d.dept_no = 'd002' ) OR ( e.birth_date > '1965-01-01' AND t.title between 'Senior Engineer' AND 'Senior Staff' ) OR ( s.salary > 70000 AND d.dept_name = 'Production' ) OR ( de.from_date > '2000-01-01' AND t.from_date > '2000-01-01' )""",5,0
