script_name,test_id,test_type,tquery,fixed_query,duration,final_score
balance_wc2,4,w    ,"""select md.id as mdid,  d.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots d on d.medidata_depot_id = md.id join unnumbered_inventory_items i on d.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where md.id = 317 or d.id = 531 or i.quantity =75 or d.emails = 'hvardhinedi@mdsol.com'or i.study_id = 382 or l.id = 1060 or l.expiry_date > '2025-01-01' or l.released_at ='2015-06-02' or a.name = 'Un1' and l.article_type_id =1264 ;""","""select md.id as mdid,  d.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots d on d.medidata_depot_id = md.id join unnumbered_inventory_items i on d.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where md.id = 317 or d.id = 531 or d.emails = 'hvardhinedi@mdsol.com'or i.study_id = 382 or l.id = 1060 or l.expiry_date > '2025-01-01' or l.released_at ='2015-06-02' or a.name = 'Un1' and l.article_type_id =1264 ;""",12,583
balance_wc2,5,w    ,"""select md.id as mdid,  d.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots d on d.medidata_depot_id = md.id join unnumbered_inventory_items i on d.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where md.id = 317 or d.id = 531 or i.quantity =75 or d.emails = 'hvardhinedi@mdsol.com'or i.study_id = 382 or l.id = 1060 or l.expiry_date > '2025-01-01' or l.released_at ='2015-06-02' or a.name = 'Un1' and l.article_type_id =1264 ;""","""select md.id as mdid,  d.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots d on d.medidata_depot_id = md.id join unnumbered_inventory_items i on d.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where md.id = 317 or d.id = 530 or d.emails = 'hvardhinedi@mdsol.com'or i.study_id = 382 or l.id = 1060 or l.expiry_date > '2025-01-01' or l.released_at ='2015-06-02' or a.name = 'Un1' and l.article_type_id =1264 ;""",26,566
balance_wm1,0,w    ,"""select sg.id as sgid, s.id as sid, d.id as did from medidata_studies as sg join studies as s on sg.id = s.external_id join depots d on d.study_id = s.id where (sg.parent_id = 239 and sg.is_production = 'f' and s.can_generate_blocks ='f') or (sg.parent_id = 284 and s.live = 'f' and s.can_generate_blocks ='t');""","""select sg.id as sgid, s.id as sid, d.id as did from medidata_studies as sg join studies as s on sg.id = s.external_id join depots d on d.study_id = s.id where (sg.parent_id = 239 and sg.is_production = 'f' and s.can_generate_blocks = 't') or (sg.parent_id = 284 and s.live = 'f' and s.can_generate_blocks = 't');""",3,0
balance_wm1,1,w    ,"""select sg.id as sgid, s.id as sid, d.id as did from medidata_studies as sg join studies as s on sg.id = s.external_id join depots d on d.study_id = s.id where (sg.parent_id = 239 and sg.is_production = 'f' and s.can_generate_blocks ='f') or (sg.parent_id = 284 and s.live = 'f' and s.can_generate_blocks ='t');""","""select sg.id as sgid, s.id as sid, d.id as did from medidata_studies as sg join studies as s on sg.id = s.external_id join depots d on d.study_id = s.id where (sg.parent_id = 239 and sg.is_production = 'f' and s.can_generate_blocks = 'f') or (sg.parent_id = 284 and s.live = 'f' and s.can_generate_blocks != 't');""",2,0
balance_wm1,2,w    ,"""select sg.id as sgid, s.id as sid, d.id as did from medidata_studies as sg join studies as s on sg.id = s.external_id join depots d on d.study_id = s.id where (sg.parent_id = 239 and sg.is_production = 'f' and s.can_generate_blocks ='f') or (sg.parent_id = 284 and s.live = 'f' and s.can_generate_blocks ='t');""","""select sg.id as sgid, s.id as sid, d.id as did from medidata_studies as sg join studies as s on sg.id = s.external_id join depots d on d.study_id = s.id where (sg.parent_id = 239 and sg.is_production = 'f' and s.can_generate_blocks = 'f' and s.name like 'Anar%') or (sg.parent_id = 284 and s.live = 'f' and s.can_generate_blocks = 't');""",6,226
balance_wm1,3,w    ,"""select sg.id as sgid, s.id as sid, d.id as did from medidata_studies as sg join studies as s on sg.id = s.external_id join depots d on d.study_id = s.id where (sg.parent_id = 239 and sg.is_production = 'f' and s.can_generate_blocks ='f') or (sg.parent_id = 284 and s.live = 'f' and s.can_generate_blocks ='t');""","""select sg.id as sgid, s.id as sid, d.id as did from medidata_studies as sg join studies as s on sg.id = s.external_id join depots d on d.study_id = s.id where (sg.parent_id = 239 and sg.is_production = 'f' and s.can_generate_blocks = 'f') or (sg.id = 284 and s.live = 'f' and s.can_generate_blocks = 't');""",71,154
balance_wm1,4,w    ,"""select sg.id as sgid, s.id as sid, d.id as did from medidata_studies as sg join studies as s on sg.id = s.external_id join depots d on d.study_id = s.id where (sg.parent_id = 239 and sg.is_production = 'f' and s.can_generate_blocks ='f') or (sg.parent_id = 284 and s.live = 'f' and s.can_generate_blocks ='t');""","""select sg.id as sgid, s.id as sid, d.id as did from medidata_studies as sg join studies as s on sg.id = s.external_id join depots d on d.study_id = s.id where (sg.parent_id = 239 and sg.is_production = 'f') or (sg.parent_id = 284 and s.live = 'f' and s.can_generate_blocks = 't');""",2,0
balance_wc5,0,w    ,"""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.deleted='f' and l.release_status = 2) or (md.id <> 531 and l.release_status = 3) or  (md.name = 'Depot141')  or (l.release_status = 1 and l.released_at is NULL);""","""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.deleted='f' and l.release_status = 2) or (md.id <> 531 and l.release_status = 3) or ( md.name = 'Depot141')  or (l.release_status = 1 and l.released_at is NULL);""",28,4
balance_wc5,1,w    ,"""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.deleted='f' and l.release_status = 2) or (md.id <> 531 and l.release_status = 3) or  (md.name = 'Depot141')  or (l.release_status = 1 and l.released_at is NULL);""","""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.deleted='f' and l.release_status = 2) or (md.id <> 531 and l.release_status = 3) or ( md.name = 'Depot141')  or (l.release_status = 1 and l.released_at is not NULL);""",12,0
balance_wc5,2,w    ,"""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.deleted='f' and l.release_status = 2) or (md.id <> 531 and l.release_status = 3) or  (md.name = 'Depot141')  or (l.release_status = 1 and l.released_at is NULL);""","""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.deleted='f' and l.release_status = 2) or (md.id <> 531 and l.release_status = 3) or ( md.name = 'Depot141')  or (l.release_status = 1 and l.released_at is NULL and dp.id=530);""",12,0
balance_wc5,3,w    ,"""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.deleted='f' and l.release_status = 2) or (md.id <> 531 and l.release_status = 3) or  (md.name = 'Depot141')  or (l.release_status = 1 and l.released_at is NULL);""","""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and dp.active_for_drug_shipping='f' and l.release_status = 2) or (md.id <> 531 and l.release_status = 3)  or ( md.name = 'Depot141') or (l.release_status = 1 and l.released_at is NULL) ;""",27,30
balance_wc5,4,w    ,"""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.deleted='f' and l.release_status = 2) or (md.id <> 531 and l.release_status = 3) or  (md.name = 'Depot141')  or (l.release_status = 1 and l.released_at is NULL);""","""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.deleted='f' and l.release_status = 2) or (md.id <> 531 and l.release_status = 3) or (l.release_status = 1 and l.released_at is NULL);""",156,7
balance_wc5,5,w    ,"""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.deleted='f' and l.release_status = 2) or (md.id <> 531 and l.release_status = 3) or  (md.name = 'Depot141')  or (l.release_status = 1 and l.released_at is NULL);""","""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.deleted='f' and l.release_status = 2) or (md.id <> 531 and l.release_status = 3)  or (l.release_status = 1 and l.released_at is NULL) ;""",70,2
balance_ws1,0,w    ,"""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where (ms.parent_id = 239 and ms.is_production = 'f') or (ms.id > 1000 and ms.is_production = 'f');""","""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where (ms.parent_id = 239 and ms.is_production = 'f') or (ms.id > 3000 and ms.is_production = 'f');""",2,0
balance_ws1,1,w    ,"""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where (ms.parent_id = 239 and ms.is_production = 'f') or (ms.id > 1000 and ms.is_production = 'f');""","""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where (ms.parent_id = 239 and ms.is_production = 'f') or (ms.id > 1000 and ms.is_production != 'f');""",2,0
balance_ws1,2,w    ,"""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where (ms.parent_id = 239 and ms.is_production = 'f') or (ms.id > 1000 and ms.is_production = 'f');""","""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where (ms.parent_id = 239 and ms.is_production = 'f' and s.unblinded='f') or (ms.id > 1000 and ms.is_production = 'f');""",2,0
balance_ws1,3,w    ,"""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where (ms.parent_id = 239 and ms.is_production = 'f') or (ms.id > 1000 and ms.is_production = 'f');""","""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where (ms.id = 135 and ms.is_production = 'f') or (ms.id > 1000 and ms.is_production = 'f');""",2,0
balance_ws1,4,w    ,"""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where (ms.parent_id = 239 and ms.is_production = 'f') or (ms.id > 1000 and ms.is_production = 'f');""","""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where (ms.parent_id = 239 and ms.is_production = 'f') or (ms.id > 1000 );""",1,0
balance_ws1,5,w    ,"""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where (ms.parent_id = 239 and ms.is_production = 'f') or (ms.id > 1000 and ms.is_production = 'f');""","""select ms.id as msid, ms.parent_id, ms.is_production, s.id as sid from medidata_studies as ms join studies as s on ms.id = s.external_id where (ms.parent_id = 135 and ms.is_production = 'f') or (ms.id > 1000 and ms.is_production = 't');""",5,0
balance_wc4,0,w    ,"""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,2,3,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.name ='Depot1' and md.deleted='f' and dp.study_id <500 and l.release_status = 2) or (md.id = 709 and l.release_status = 3) or (a.id =551 and md.name = 'Depot2');""","""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,2,3)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.name ='Depot1' and md.deleted='f' and dp.study_id <500 and l.release_status = 2) or (md.id = 709 and l.release_status = 3) or (a.id = 551 and md.name = 'Depot2');""",31,4
balance_wc4,1,w    ,"""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,2,3,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.name ='Depot1' and md.deleted='f' and dp.study_id <500 and l.release_status = 2) or (md.id = 709 and l.release_status = 3) or (a.id =551 and md.name = 'Depot2');""","""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,2,3,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.name ='Depot1' and md.deleted='f' and dp.study_id >500 and l.release_status = 2) or (md.id = 709 and l.release_status = 3) or (a.id = 551 and md.name = 'Depot2');""",29,30
balance_wc4,2,w    ,"""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,2,3,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.name ='Depot1' and md.deleted='f' and dp.study_id <500 and l.release_status = 2) or (md.id = 709 and l.release_status = 3) or (a.id =551 and md.name = 'Depot2');""","""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,2,3,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.name ='Depot1' and md.deleted='f' and dp.study_id <500 and l.release_status = 2) or (md.id = 709 and l.release_status = 3) or (a.id = 551 and md.name = 'Depot2' and l.release_status = 3);""",4,0
balance_wc4,3,w    ,"""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,2,3,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.name ='Depot1' and md.deleted='f' and dp.study_id <500 and l.release_status = 2) or (md.id = 709 and l.release_status = 3) or (a.id =551 and md.name = 'Depot2');""","""select md.id as mdid,  dp.id as did,  i.id as iid, a.id as aid from medidata_depots md join depots dp on dp.medidata_depot_id = md.id join inventory_items i on dp.id = i.depot_id join lots l on i.lot_id = l.id join article_types a on l.article_type_id = a.id where (a.id = 538 and dp.id = 531 and i.status in (1,2,3,6)  and a.is_open_label = 'f' and l.released_at < '2014-06-29' and md.name ='Depot1' and md.deleted='f' and dp.study_id <500 and l.release_status = 2) or (md.id = 709 and dp.study_id = 3) or (a.id = 551 and md.name = 'Depot2');""",4,0
